id,planet_type,discovery_date,mass,planet_radius,orbital_radius,orbital_period,eccentricity,detection_method
4892,Terrestrial,1994,0.02 Earths,0.338 x Earth,0.19 AU,25.3 days,0.0,Pulsar Timing
4893,Super Earth,1992,4.3 Earths,1.91 x Earth,0.36 AU,66.5 days,0.02,Pulsar Timing
4894,Super Earth,1992,3.9 Earths,1.8 x Earth,0.46 AU,98.2 days,0.03,Pulsar Timing
4895,Gas Giant,2003,2.5 Jupiters,1.18 x Jupiter,23.0 AU,95 years,0.0,Pulsar Timing
4896,Gas Giant,2011,1.2 Jupiters,Unknown,0.0044 AU,0.1 days,< 0.06,Pulsar Timing
4897,Gas Giant,2017,0.7949 Jupiters,1.24 x Jupiter,0.0102 AU,0.3 days,< 0.0017,Pulsar Timing
4898,Gas Giant,2023,27 Jupiters,1.07 x Jupiter,27.0 AU,120.5 years,0.52,
4899,Gas Giant,2019,0.736 Jupiters,1.543 x Jupiter,0.0286 AU,1.6 days,0.0,
4900,Gas Giant,2010,1.294 Jupiters,1.143 x Jupiter,0.02332 AU,1.4 days,0.0,
4901,Gas Giant,2011,2.494 Jupiters,1.254 x Jupiter,0.02153 AU,1.3 days,0.0,
4902,Gas Giant,2017,4.31 Jupiters,1.096 x Jupiter,0.03783 AU,2.5 days,0.0,
4903,Gas Giant,2017,6.1 Jupiters,1.135 x Jupiter,0.02803 AU,1.8 days,0.0,
4904,Gas Giant,2017,4.32 Jupiters,1.107 x Jupiter,0.04127 AU,2.9 days,0.0,
4905,Gas Giant,2017,0.668 Jupiters,1.062 x Jupiter,0.0423 AU,3.5 days,0.0,
4906,Gas Giant,2019,1.88 Jupiters,1.7 x Jupiter,0.0352 AU,2 days,0.0,
4907,Gas Giant,2019,0.371 Jupiters,1.285 x Jupiter,0.0474 AU,3.7 days,0.0,
4908,Gas Giant,2019,1.19 Jupiters,1.009 x Jupiter,0.0234 AU,1.5 days,0.0,
4909,Gas Giant,1997,1.0449 Jupiters,1.23 x Jupiter,0.2196 AU,39.8 days,0.04,
4910,Neptune-like,2016,25 Earths,0.48 x Jupiter,0.4123 AU,102.5 days,0.05,
4911,Super Earth,2017,1.4 Earths,1.11 x Earth,0.0496 AU,9.9 days,0.12,
4912,Gas Giant,2010,6 Jupiters,1.25 x Jupiter,1100.0 AU,48780.2 years,0.0,
4913,Super Earth,2022,4 Earths,1.83 x Earth,0.05366 AU,10.8 days,0.33,
4914,Gas Giant,2013,16 Jupiters,1.09 x Jupiter,210.0 AU,3264.5 years,< 0.83,
4915,Gas Giant,2013,9 Jupiters,1.12 x Jupiter,157.0 AU,1968.3 years,< 0.58,
4916,Gas Giant,2012,4.2 Jupiters,1.16 x Jupiter,5.3 AU,11.9 years,0.0,Eclipse Timing Variations
4917,Gas Giant,2010,13 Jupiters,1.1 x Jupiter,Unknown,365 days,0.0,
4918,Gas Giant,2006,9.7 Jupiters,1.13 x Jupiter,0.03 AU,1.8 days,0.0,
4919,Gas Giant,2006,3.8 Jupiters,0.81 x Jupiter,0.055 AU,4.2 days,0.0,
4920,Gas Giant,2017,1.66 Jupiters,1.2 x Jupiter,0.0968 AU,10.8 days,0.0,
4921,Gas Giant,1996,5.95 Jupiters,1.14 x Jupiter,0.049 AU,3.3 days,0.01,
4922,Super Earth,2017,3.93 Earths,1.81 x Earth,0.538 AU,162.9 days,0.18,
4923,Super Earth,2017,3.93 Earths,1.81 x Earth,1.334 AU,1.7 years,0.16,
4924,Super Earth,2017,1.75 Earths,1.18 x Earth,0.133 AU,20 days,0.06,
4925,Super Earth,2017,1.83 Earths,1.19 x Earth,0.243 AU,49.4 days,0.23,
4926,Gas Giant,2013,20.6 Jupiters,1.08 x Jupiter,1.17 AU,305.5 days,0.03,
4927,Neptune-like,2018,20 Earths,0.421 x Jupiter,0.94 AU,433.3 days,0.0,
4928,Super Earth,2019,1.05 Earths,1.02 x Earth,0.0252 AU,4.9 days,0.0,
4929,Super Earth,2019,1.11 Earths,1.04 x Earth,0.0443 AU,11.4 days,0.0,
4930,Gas Giant,2021,2.96386 Jupiters,1.004 x Jupiter,0.90281 AU,200.5 days,0.03,
4931,Gas Giant,2020,1.942 Jupiters,1.117 x Jupiter,0.1207 AU,15.2 days,0.58,
4932,Gas Giant,2021,0.67 Jupiters,1.49 x Jupiter,0.051 AU,3.7 days,0.03,
4933,Gas Giant,2023,6.14 Jupiters,1.0 x Jupiter,0.369 AU,76.8 days,0.45,
4934,Gas Giant,2023,8.02 Jupiters,1.12 x Jupiter,0.591 AU,155.3 days,0.25,
4935,Super Earth,2021,10.15 Earths,0.202 x Jupiter,0.052 AU,4.1 days,0.18,
4936,Neptune-like,2021,9.78 Earths,0.276 x Jupiter,0.08 AU,8 days,0.14,
4937,Super Earth,2022,13.5 Earths,0.231 x Jupiter,0.06152 AU,6.4 days,0.05,
4938,Neptune-like,2022,2.5 Earths,0.237 x Jupiter,0.09429 AU,12.2 days,0.09,
4939,Super Earth,2022,9.95 Earths,1.791 x Earth,0.01159 AU,0.6 days,0.0,
4940,Gas Giant,2022,3.35 Jupiters,1.3 x Jupiter,0.0561 AU,4.1 days,0.03,
4941,Neptune-like,2020,12.9 Earths,0.326 x Jupiter,0.04394 AU,4.1 days,0.22,
4942,Gas Giant,2020,0.974 Jupiters,1.5 x Jupiter,0.07098 AU,8.4 days,0.05,
4943,Super Earth,2022,4.27 Earths,1.9 x Earth,Unknown,4.2 days,0.03,
4944,Neptune-like,2022,8.64 Earths,0.257 x Jupiter,Unknown,6.3 days,0.12,
4945,Neptune-like,2022,19.3 Earths,0.413 x Jupiter,Unknown,12.5 days,0.02,
4946,Neptune-like,2022,7.46 Earths,0.235 x Jupiter,Unknown,18.8 days,0.06,
4947,Neptune-like,2022,14.3 Earths,0.346 x Jupiter,Unknown,26.3 days,0.01,
4948,Neptune-like,2022,6.94 Earths,0.226 x Jupiter,Unknown,39.5 days,0.04,
4949,Gas Giant,2022,1.18 Jupiters,1.3 x Jupiter,Unknown,2.1 days,0.0,
4950,Neptune-like,2021,6.28 Earths,0.215 x Jupiter,0.0287 AU,2.5 days,0.0,
4951,Neptune-like,2023,3.5 Jupiters,0.26 x Jupiter,0.387 AU,91.7 days,< 0.21,
4952,Gas Giant,2022,0.209 Jupiters,0.854 x Jupiter,0.0886 AU,27.4 days,0.0,
4953,Neptune-like,2020,7.85 Earths,0.243 x Jupiter,0.0392 AU,5.1 days,0.0,
4954,Neptune-like,2021,15.4 Earths,0.326 x Jupiter,0.1288 AU,24.2 days,0.09,
4955,Super Earth,2020,5.9 Earths,1.694 x Earth,0.03826 AU,3.4 days,< 0.15,
4956,Neptune-like,2022,8.1 Earths,0.269 x Jupiter,0.049 AU,4.3 days,0.0,
4957,Super Earth,2022,8.8 Earths,0.224 x Jupiter,0.061 AU,5.9 days,0.0,
4958,Neptune-like,2022,5.3 Earths,0.313 x Jupiter,0.131 AU,18.7 days,0.0,
4959,Neptune-like,2022,14.8 Earths,0.337 x Jupiter,0.211 AU,37.9 days,0.0,
4960,Gas Giant,2021,0.441 Jupiters,1.022 x Jupiter,0.0407 AU,3.5 days,0.0,
4961,Neptune-like,2019,9.5 Earths,0.243 x Jupiter,0.05186 AU,4.7 days,0.19,
4962,Neptune-like,2019,6.63 Earths,0.246 x Jupiter,0.0814 AU,9.2 days,0.07,
4963,Neptune-like,2020,13.6 Earths,0.261 x Jupiter,0.137 AU,20 days,0.17,
4964,Super Earth,2021,8.56 Earths,0.215 x Jupiter,0.0367 AU,3.1 days,0.0,
4965,Super Earth,2021,13.2 Earths,0.246 x Jupiter,0.0657 AU,7.5 days,0.0,
4966,Neptune-like,2022,11.84 Earths,0.278 x Jupiter,0.1116 AU,16.6 days,0.0,
4967,Super Earth,2020,13.5 Earths,0.211 x Jupiter,0.0736 AU,10.9 days,0.09,
4968,Super Earth,2020,2.2 Earths,1.56 x Earth,0.1058 AU,18.8 days,0.04,
4969,Gas Giant,2022,0.30331 Jupiters,0.812 x Jupiter,0.0711 AU,8.2 days,0.11,
4970,Neptune-like,2022,24.6 Earths,0.369 x Jupiter,0.0412 AU,3.3 days,0.34,
4971,Neptune-like,2022,26.7 Earths,0.499 x Jupiter,0.0783 AU,8.7 days,< 0.35,
4972,Gas Giant,2021,18.5 Jupiters,1.09 x Jupiter,0.095 AU,14.5 days,0.01,
4973,Gas Giant,2022,0.13215 Jupiters,0.467 x Jupiter,0.0429 AU,2.7 days,0.06,
4974,Gas Giant,2022,0.26429 Jupiters,0.98 x Jupiter,Unknown,443 days,0.13,
4975,Gas Giant,2021,0.298 Jupiters,1.231 x Jupiter,0.0497 AU,3.9 days,0.06,
4976,Gas Giant,2021,0.356 Jupiters,0.841 x Jupiter,0.059 AU,4.5 days,0.03,
4977,Neptune-like,2020,22.4 Earths,0.305 x Jupiter,0.026 AU,2.1 days,0.06,
4978,Gas Giant,2021,2.37 Jupiters,1.396 x Jupiter,0.0626 AU,4.7 days,0.07,
4979,Neptune-like,2020,33 Earths,0.611 x Jupiter,0.4607 AU,95.2 days,0.09,
4980,Gas Giant,2023,0.205 Jupiters,0.844 x Jupiter,0.794 AU,215.5 days,< 0.16,
4981,Neptune-like,2023,6.6 Earths,0.219 x Jupiter,Unknown,11.1 days,0.0,
4982,Super Earth,2022,2.42 Earths,1.36 x Earth,0.023 AU,1.5 days,0.0,
4983,Super Earth,2023,3.48 Earths,1.62 x Earth,0.019 AU,1.1 days,0.0,
4984,Neptune-like,2022,9 Earths,0.353 x Jupiter,0.108 AU,13 days,0.04,
4985,Gas Giant,2021,3.12 Jupiters,1.49 x Jupiter,0.046 AU,2.7 days,0.0,
4986,Super Earth,2022,1.71 Earths,1.17 x Earth,0.0071 AU,0.4 days,0.0,
4987,Super Earth,2021,3.87 Earths,1.397 x Earth,Unknown,0.5 days,0.0,
4988,Neptune-like,2021,11.8 Earths,0.309 x Jupiter,Unknown,16.1 days,0.0,
4989,Super Earth,2022,4.82 Earths,1.672 x Earth,0.061 AU,11.1 days,0.0,
4990,Super Earth,2022,3.21 Earths,1.28 x Earth,Unknown,1.9 days,0.0,
4991,Super Earth,2022,6.64 Earths,2.064 x Earth,Unknown,15.5 days,0.0,
4992,Gas Giant,2021,0.851 Jupiters,1.06 x Jupiter,0.0903 AU,10.2 days,0.02,
4993,Gas Giant,2019,2.51 Jupiters,1.255 x Jupiter,0.07037 AU,5.9 days,0.26,
4994,Gas Giant,2022,3.16 Jupiters,1.36 x Jupiter,Unknown,2.1 days,0.0,
4995,Gas Giant,2021,2.3 Jupiters,1.875 x Jupiter,0.0389 AU,1.9 days,< 0.01,
4996,Gas Giant,2020,1.18 Jupiters,1.286 x Jupiter,0.03138 AU,2.1 days,0.0,
4997,Gas Giant,2021,0.99 Jupiters,1.239 x Jupiter,0.06864 AU,5.3 days,0.04,
4998,Super Earth,2021,4.91 Earths,1.79 x Earth,0.01545 AU,1 days,< 0.16,
4999,Gas Giant,2019,1.22 Jupiters,1.489 x Jupiter,0.058 AU,4.2 days,0.0,
5000,Gas Giant,2023,0.573 Jupiters,1.26 x Jupiter,Unknown,1.4 years,0.14,
5001,Super Earth,2022,0.13 Jupiters,2.06 x Earth,0.103 AU,11 days,0.59,
5002,Gas Giant,2022,0.63 Jupiters,0.987 x Jupiter,0.249 AU,40.7 days,0.09,
5003,Super Earth,2021,3.78 Earths,1.7 x Earth,0.011557 AU,0.7 days,0.0,
5004,Super Earth,2022,2.57 Earths,1.41 x Earth,0.0226 AU,1.8 days,0.0,
5005,Neptune-like,2023,26.1 Earths,0.485 x Jupiter,Unknown,3.8 days,0.0,
5006,Gas Giant,2023,1.05 Jupiters,1.23 x Jupiter,Unknown,389.2 days,0.18,
5007,Super Earth,2022,6.36 Earths,1.9 x Earth,0.033548 AU,3.1 days,< 0.097,
5008,Gas Giant,2022,0.15354 Jupiters,0.276 x Jupiter,0.0229 AU,2.5 days,0.0,
5009,Gas Giant,2020,0.791 Jupiters,1.086 x Jupiter,0.03524 AU,2.3 days,0.0,
5010,Neptune-like,2022,28.3 Earths,0.476 x Jupiter,0.16 AU,24.3 days,0.16,
5011,Neptune-like,2020,26.78 Earths,0.451 x Jupiter,0.0391 AU,3.5 days,0.06,
5012,Gas Giant,2019,5.42 Jupiters,0.965 x Jupiter,0.0914 AU,9.5 days,0.38,
5013,Super Earth,2021,0.17934 Jupiters,1.39 x Earth,0.0291 AU,2.4 days,< 0.14,
5014,Neptune-like,2021,14 Earths,2.12 x Earth,0.0443 AU,4.5 days,< 0.019,
5015,Neptune-like,2021,15 Earths,0.225 x Jupiter,0.0707 AU,9 days,< 0.062,
5016,Neptune-like,2022,10.8 Earths,0.28 x Jupiter,0.1177 AU,18.9 days,0.0,
5017,Gas Giant,2021,0.7 Jupiters,1.44 x Jupiter,0.04882 AU,3.2 days,0.0,
5018,Super Earth,2021,1.5 Earths,1.152 x Earth,0.02607 AU,1.9 days,0.0,
5019,Super Earth,2021,4.77 Earths,1.669 x Earth,0.037 AU,3.2 days,0.0,
5020,Neptune-like,2021,3.01 Earths,0.229 x Jupiter,0.0592 AU,6.6 days,0.0,
5021,Neptune-like,2021,3.86 Earths,2.207 x Earth,0.0783 AU,10 days,0.0,
5022,Super Earth,2021,7.72 Earths,0.204 x Jupiter,0.1039 AU,15.2 days,0.0,
5023,Neptune-like,2021,3.94 Earths,0.256 x Jupiter,0.1275 AU,20.7 days,0.0,
5024,Super Earth,2021,2.57 Earths,1.258 x Earth,0.00812 AU,0.5 days,0.0,
5025,Gas Giant,2023,0.972 Jupiters,0.994 x Jupiter,0.04389 AU,3.7 days,0.05,
5026,Gas Giant,2023,0.1452 Jupiters,0.634 x Jupiter,0.0539 AU,4.5 days,0.15,
5027,Gas Giant,2022,2.3 Jupiters,1.14 x Jupiter,0.061 AU,4.9 days,0.04,
5028,Gas Giant,2021,0.214 Jupiters,1.04 x Jupiter,0.1001 AU,9.6 days,0.0,
5029,Gas Giant,2023,0.216 Jupiters,0.87 x Jupiter,0.337 AU,63.5 days,0.57,
5030,Super Earth,2022,2.27 Earths,1.31 x Earth,0.0204 AU,1.1 days,0.0,
5031,Gas Giant,2020,0.66 Jupiters,1.15 x Jupiter,0.1587 AU,29 days,0.12,
5032,Gas Giant,2023,2.01 Jupiters,1.247 x Jupiter,0.01932 AU,0.9 days,0.0,
5033,Gas Giant,2021,0.42 Jupiters,1.008 x Jupiter,0.3 AU,53 days,0.28,
5034,Gas Giant,2022,3.6 Jupiters,1.061 x Jupiter,0.0892 AU,8.9 days,0.39,
5035,Gas Giant,2022,2.3 Jupiters,1.44 x Jupiter,Unknown,1.5 days,0.0,
5036,Neptune-like,2022,7.32 Earths,0.233 x Jupiter,Unknown,13.8 days,0.13,
5037,Super Earth,2022,2.24 Earths,1.3 x Earth,0.0112 AU,0.7 days,0.0,
5038,Neptune-like,2021,6.89 Earths,0.225 x Jupiter,0.0682 AU,10.4 days,0.0,
5039,Neptune-like,2021,12 Earths,0.312 x Jupiter,0.1093 AU,21 days,0.0,
5040,Neptune-like,2021,10.5 Earths,0.288 x Jupiter,0.1539 AU,35.1 days,0.0,
5041,Super Earth,2022,4.82 Earths,2.04 x Earth,0.0752 AU,10.5 days,0.0,
5042,Super Earth,2023,2.08 Earths,1.243 x Earth,0.025 AU,3.1 days,0.15,
5043,Super Earth,2023,4.32 Earths,1.914 x Earth,0.04 AU,6.4 days,0.1,
5044,Gas Giant,2021,5.02 Jupiters,1.347 x Jupiter,0.01791 AU,0.7 days,0.0,
5045,Super Earth,2022,6.37 Earths,2.19 x Earth,0.057 AU,7.9 days,0.0,
5046,Gas Giant,2023,5.26 Jupiters,1.069 x Jupiter,0.1108 AU,10.3 days,0.21,
5047,Gas Giant,2023,2.83 Jupiters,1.281 x Jupiter,0.05064 AU,3.4 days,0.06,
5048,Gas Giant,2023,0.92 Jupiters,1.453 x Jupiter,0.0513 AU,3.8 days,0.12,
5049,Gas Giant,2022,0.82 Jupiters,0.96 x Jupiter,0.075 AU,8.6 days,< 0.07,
5050,Gas Giant,2019,0.56 Jupiters,0.901 x Jupiter,0.2069 AU,34.5 days,0.0,
5051,Neptune-like,2019,18.75188 Earths,0.714 x Jupiter,0.1293 AU,17.2 days,0.16,
5052,Gas Giant,2022,2.755 Jupiters,1.01 x Jupiter,0.828 AU,260.8 days,0.37,
5053,Gas Giant,2022,0.65 Jupiters,1.017 x Jupiter,Unknown,6.9 days,0.08,
5054,Gas Giant,2022,0.94 Jupiters,1.77 x Jupiter,0.03319 AU,2.1 days,0.0,
5055,Super Earth,2023,4.61 Earths,1.989 x Earth,Unknown,15.3 days,0.0,
5056,Neptune-like,2022,26 Earths,0.313 x Jupiter,0.02234 AU,1.2 days,0.0,
5057,Gas Giant,2021,0.978 Jupiters,1.01 x Jupiter,0.09564 AU,11.9 days,0.04,
5058,Gas Giant,2021,0.369 Jupiters,1.19 x Jupiter,0.15544 AU,24.7 days,0.06,Transit Timing Variations
5059,Gas Giant,2022,0.64 Jupiters,0.995 x Jupiter,0.0854 AU,8 days,0.17,
5060,Neptune-like,2021,13.8 Earths,0.27 x Jupiter,0.08911 AU,10.7 days,0.03,
5061,Gas Giant,2022,1.58 Jupiters,1.282 x Jupiter,0.05009 AU,3.5 days,0.0,
5062,Neptune-like,2021,5.45 Earths,2.194 x Earth,0.145 AU,35.2 days,0.5,
5063,Super Earth,2022,3.26 Earths,1.62 x Earth,0.0097 AU,0.4 days,0.0,
5064,Super Earth,2021,19.5 Earths,1.74 x Earth,0.1363 AU,27.3 days,0.3,
5065,Gas Giant,2022,1.6 Jupiters,0.9 x Jupiter,Unknown,3 days,0.02,
5066,Gas Giant,2023,5.98 Jupiters,1.0 x Jupiter,0.158 AU,22.7 days,0.68,
5067,Gas Giant,2023,0.225 Jupiters,0.768 x Jupiter,0.04871 AU,4 days,0.0,
5068,Super Earth,2020,2.67 Earths,1.44 x Earth,0.0341 AU,5.4 days,0.0,
5069,Neptune-like,2021,8.96 Earths,0.262 x Jupiter,0.0228 AU,3.1 days,0.26,
5070,Super Earth,2022,3.46 Earths,1.68 x Earth,0.0144 AU,0.8 days,0.0,
5071,Gas Giant,2022,0.333 Jupiters,0.925 x Jupiter,0.0543 AU,4.3 days,0.0,
5072,Super Earth,2022,3.89 Earths,1.8 x Earth,0.0202 AU,1.3 days,0.0,
5073,Neptune-like,2023,8.11 Earths,0.247 x Jupiter,Unknown,15.7 days,0.0,
5074,Super Earth,2022,2.1 Earths,1.25 x Earth,0.0064 AU,0.4 days,0.0,
5075,Super Earth,2023,2.68 Earths,1.52 x Earth,0.0559 AU,7.4 days,0.0,
5076,Neptune-like,2023,9.03 Earths,0.263 x Jupiter,Unknown,19.1 days,0.0,
5077,Gas Giant,2023,4.82 Jupiters,0.994 x Jupiter,0.1166 AU,10.7 days,0.2,
5078,Neptune-like,2023,34.62 Earths,0.541 x Jupiter,0.0491 AU,3.7 days,0.09,
5079,Neptune-like,2021,1 Jupiter,0.244 x Jupiter,0.05741 AU,4.9 days,0.0,
5080,Neptune-like,2023,26.69759 Earths,0.774 x Jupiter,0.1511 AU,23.3 days,0.17,
5081,Gas Giant,2023,0.657 Jupiters,0.904 x Jupiter,0.249 AU,49.3 days,0.16,
5082,Neptune-like,2022,8 Earths,0.245 x Jupiter,Unknown,8 days,0.0,
5083,Gas Giant,2022,0.201 Jupiters,0.975 x Jupiter,0.0672 AU,6 days,0.0,
5084,Gas Giant,2022,0.82 Jupiters,1.217 x Jupiter,0.04145 AU,3 days,0.0,
5085,Gas Giant,2021,0.138 Jupiters,0.639 x Jupiter,0.1528 AU,18.4 days,0.0,
5086,Gas Giant,2023,0.25 Jupiters,1.29 x Jupiter,0.0571 AU,4.5 days,0.0,
5087,Gas Giant,2023,0.218 Jupiters,1.077 x Jupiter,0.0635 AU,5.5 days,0.0,
5088,Gas Giant,2023,3.5 Jupiters,1.08 x Jupiter,0.3 AU,61.6 days,0.52,
5089,Gas Giant,2022,0.61 Jupiters,1.76 x Jupiter,Unknown,6.2 days,0.09,
5090,Neptune-like,2021,8.8 Earths,0.247 x Jupiter,0.0345 AU,3.7 days,0.43,
5091,Super Earth,2019,1.58 Earths,1.206 x Earth,0.03197 AU,3.4 days,0.03,
5092,Neptune-like,2019,6.15 Earths,0.21 x Jupiter,0.04526 AU,5.7 days,0.03,
5093,Neptune-like,2019,4.78 Earths,2.133 x Earth,0.0721 AU,11.4 days,0.03,
5094,Neptune-like,2022,7.51 Earths,0.236 x Jupiter,0.0269 AU,4 days,0.0,
5095,Gas Giant,2023,0.44 Jupiters,1.54 x Jupiter,0.0569 AU,4.8 days,0.0,
5096,Gas Giant,2023,0.975 Jupiters,1.616 x Jupiter,0.03185 AU,2 days,0.0,
5097,Gas Giant,2023,0.71 Jupiters,1.363 x Jupiter,0.0493 AU,4 days,0.0,
5098,Gas Giant,2023,0.37 Jupiters,1.146 x Jupiter,0.0475 AU,3.6 days,0.0,
5099,Gas Giant,2023,1.68 Jupiters,1.174 x Jupiter,0.03386 AU,2.4 days,0.0,
5100,Gas Giant,2023,0.62 Jupiters,1.466 x Jupiter,0.0505 AU,3.9 days,0.0,
5101,Neptune-like,2023,13 Earths,0.327 x Jupiter,Unknown,1.9 days,0.0,
5102,Gas Giant,2023,0.665 Jupiters,1.017 x Jupiter,0.02709 AU,2.6 days,< 0.029,
5103,Gas Giant,2022,2.27 Jupiters,1.158 x Jupiter,0.03144 AU,2 days,0.0,
5104,Gas Giant,2021,5.029 Jupiters,1.142 x Jupiter,0.153 AU,18.1 days,0.82,
5105,Gas Giant,2023,1.67 Jupiters,1.091 x Jupiter,0.0675 AU,5.9 days,0.0,
5106,Gas Giant,2022,1.18 Jupiters,2.1 x Jupiter,0.04289 AU,3.1 days,0.0,
5107,Gas Giant,2022,0.26 Jupiters,0.74 x Jupiter,0.043 AU,3.9 days,0.05,
5108,Gas Giant,2023,0.98 Jupiters,1.167 x Jupiter,0.0456 AU,3.2 days,0.0,
5109,Gas Giant,2022,1.02 Jupiters,1.124 x Jupiter,0.0813 AU,9.1 days,0.0,
5110,Gas Giant,2022,0.7 Jupiters,1.01 x Jupiter,0.027 AU,2.2 days,0.03,
5111,Gas Giant,2022,0.26838 Jupiters,1.071 x Jupiter,0.03845 AU,3.4 days,0.14,
5112,Gas Giant,2023,1.04 Jupiters,1.65 x Jupiter,0.0421 AU,2.9 days,0.0,
5113,Gas Giant,2023,1.11 Jupiters,1.172 x Jupiter,0.04611 AU,3.2 days,0.0,
5114,Neptune-like,2022,16.5 Earths,0.535 x Jupiter,0.0354 AU,4.5 days,< 0.32,
5115,Gas Giant,2023,0.406 Jupiters,1.274 x Jupiter,0.0463 AU,3.5 days,0.0,
5116,Gas Giant,2023,0.175 Jupiters,1.095 x Jupiter,0.0743 AU,6.6 days,0.0,
5117,Gas Giant,2023,0.73 Jupiters,1.164 x Jupiter,0.04469 AU,3.2 days,0.0,
5118,Super Earth,2022,3.61 Earths,1.72 x Earth,0.0528 AU,4 days,0.13,
5119,Neptune-like,2022,7.95 Earths,0.244 x Jupiter,0.0939 AU,9.6 days,0.16,
5120,Gas Giant,2023,2.3 Jupiters,1.096 x Jupiter,0.3081 AU,56.4 days,0.75,
5121,Gas Giant,2022,1.44 Jupiters,1.211 x Jupiter,0.05222 AU,3.8 days,0.0,
5122,Gas Giant,2023,0.43 Jupiters,1.187 x Jupiter,0.04823 AU,4.1 days,0.0,
5123,Neptune-like,2020,7.17 Earths,0.239 x Jupiter,0.056 AU,5.2 days,0.16,
5124,Neptune-like,2020,16.42 Earths,0.454 x Jupiter,0.1189 AU,16.1 days,0.15,
5125,Neptune-like,2023,6.43 Earths,0.216 x Jupiter,Unknown,9.2 days,0.0,
5126,Super Earth,2021,3.07 Earths,1.28 x Earth,0.0113 AU,0.5 days,0.0,
5127,Super Earth,2021,2.83 Earths,1.49 x Earth,0.052 AU,4.8 days,0.0,
5128,Neptune-like,2021,9.9 Earths,0.294 x Jupiter,0.098 AU,12.5 days,0.0,
5129,Gas Giant,2022,0.45 Jupiters,1.5 x Jupiter,Unknown,2.9 days,0.07,
5130,Neptune-like,2023,5.76 Earths,0.202 x Jupiter,0.05251 AU,5.5 days,0.0,
5131,Neptune-like,2023,6.41 Earths,0.215 x Jupiter,0.0814 AU,10.7 days,0.0,
5132,Gas Giant,2023,0.3 Jupiters,1.0 x Jupiter,0.201 AU,30.1 days,0.15,
